statenum,casenum,vnumber,pnumber,atmcond,atmcond2,city,county,accdate,accday,acchr,accmin,accmon,arf1,arf2,arf3,caseyear,dayofweek,fhevent,holiday,latitude,latdeg,latmin,latsec,lightcond,longitude,londeg,lonmin,lonsec,manncol,numfatal,vforms,schlbus,speeding,age,alcres,alcsts,alctst,drugres1,drugres2,drugres3,drugsts,drugtst1,drugtst2,drugtst3,injury,prf1,prf2,prf3,ptype,druginv,alcinvol,race,sex
39,2,1,1,1,0,1800,49,1032016,3,2,35,1,0,0,0,2016,1,43,1,39.97709722,39,58,37.55,3,-83.14895556,83,8,56.24,0,1,1,0,0,38,230,2,1,1,0,0,2,1,0,0,4,0,0,0,1,0,0,2,1
39,20,1,1,1,0,1800,49,1012016,1,14,0,1,0,0,0,2016,6,30,1,39.90298889,39,54,10.76,1,-83.18291111,83,10,58.48,0,1,1,0,0,55,130,2,1,600,996,0,2,1,3,0,4,0,0,0,1,0,1,1,1
39,24,1,1,1,0,1800,49,1032016,3,17,20,1,0,0,0,2016,1,12,1,39.99486111,39,59,41.5,5,-82.9497,82,56,58.92,7,1,3,0,1,51,270,2,1,402,996,0,2,1,3,0,4,0,0,0,1,1,1,2,1
39,24,2,1,1,0,1800,49,1032016,3,17,20,1,0,0,0,2016,1,12,1,39.99486111,39,59,41.5,5,-82.9497,82,56,58.92,7,1,3,0,1,20,996,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
39,24,2,2,1,0,1800,49,1032016,3,17,20,1,0,0,0,2016,1,12,1,39.99486111,39,59,41.5,5,-82.9497,82,56,58.92,7,1,3,0,1,17,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,0,2
39,24,2,3,1,0,1800,49,1032016,3,17,20,1,0,0,0,2016,1,12,1,39.99486111,39,59,41.5,5,-82.9497,82,56,58.92,7,1,3,0,1,2,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,0,2
39,24,3,1,1,0,1800,49,1032016,3,17,20,1,0,0,0,2016,1,12,1,39.99486111,39,59,41.5,5,-82.9497,82,56,58.92,7,1,3,0,1,19,996,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2
39,24,3,2,1,0,1800,49,1032016,3,17,20,1,0,0,0,2016,1,12,1,39.99486111,39,59,41.5,5,-82.9497,82,56,58.92,7,1,3,0,1,18,996,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1
39,24,3,3,1,0,1800,49,1032016,3,17,20,1,0,0,0,2016,1,12,1,39.99486111,39,59,41.5,5,-82.9497,82,56,58.92,7,1,3,0,1,16,996,0,0,0,0,0,0,0,0,0,3,0,0,0,2,8,8,0,2
39,33,1,1,1,0,1800,49,1202016,20,19,2,1,0,0,0,2016,4,12,0,40.03744722,40,2,14.81,2,-83.03245556,83,1,56.84,6,1,2,0,0,46,996,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
39,33,1,2,1,0,1800,49,1202016,20,19,2,1,0,0,0,2016,4,12,0,40.03744722,40,2,14.81,2,-83.03245556,83,1,56.84,6,1,2,0,0,50,0,2,1,407,402,996,2,3,3,3,4,0,0,0,2,8,8,1,2
39,33,2,1,1,0,1800,49,1202016,20,19,2,1,0,0,0,2016,4,12,0,40.03744722,40,2,14.81,2,-83.03245556,83,1,56.84,6,1,2,0,0,51,996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
39,49,0,1,10,0,1800,49,1312016,31,18,17,1,0,0,0,2016,1,8,0,39.94478056,39,56,41.21,3,-82.87783056,82,52,40.19,0,1,1,0,0,40,250,2,1,348,177,0,2,1,1,0,4,0,0,0,5,0,0,1,1
39,49,1,1,10,0,1800,49,1312016,31,18,17,1,0,0,0,2016,1,8,0,39.94478056,39,56,41.21,3,-82.87783056,82,52,40.19,0,1,1,0,0,43,996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,49,1,2,10,0,1800,49,1312016,31,18,17,1,0,0,0,2016,1,8,0,39.94478056,39,56,41.21,3,-82.87783056,82,52,40.19,0,1,1,0,0,43,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,0,1
39,53,1,1,2,0,0,49,2022016,2,22,7,2,0,0,0,2016,3,12,0,39.83046944,39,49,49.69,2,-83.05271944,83,3,9.79,6,1,2,0,0,22,0,2,1,1,0,0,2,1,0,0,4,0,0,0,1,0,0,98,2
39,53,2,1,2,0,0,49,2022016,2,22,7,2,0,0,0,2016,3,12,0,39.83046944,39,49,49.69,2,-83.05271944,83,3,9.79,6,1,2,0,0,35,0,2,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1
39,63,0,1,1,0,1800,49,2202016,20,6,19,2,0,0,0,2016,7,8,0,40.01226111,40,0,44.14,3,-83.14034444,83,8,25.24,0,1,1,0,0,21,230,2,1,605,996,0,2,1,3,0,4,0,0,0,5,0,0,1,1
39,63,1,1,1,0,1800,49,2202016,20,6,19,2,0,0,0,2016,7,8,0,40.01226111,40,0,44.14,3,-83.14034444,83,8,25.24,0,1,1,0,0,51,996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,69,1,1,1,0,1800,49,1302016,30,19,43,1,0,0,0,2016,7,12,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,1,3,0,0,19,0,2,1,600,996,0,2,1,3,0,4,0,0,0,1,0,0,2,1
39,69,1,2,1,0,1800,49,1302016,30,19,43,1,0,0,0,2016,7,12,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,1,3,0,0,17,996,0,0,0,0,0,0,0,0,0,3,0,0,0,2,8,8,0,1
39,69,1,3,1,0,1800,49,1302016,30,19,43,1,0,0,0,2016,7,12,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,1,3,0,0,17,996,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,8,0,1
39,69,1,4,1,0,1800,49,1302016,30,19,43,1,0,0,0,2016,7,12,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,1,3,0,0,16,996,0,0,0,0,0,0,0,0,0,3,0,0,0,2,8,8,0,1
39,69,2,1,1,0,1800,49,1302016,30,19,43,1,0,0,0,2016,7,12,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,1,3,0,0,26,996,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1
39,69,2,2,1,0,1800,49,1302016,30,19,43,1,0,0,0,2016,7,12,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,1,3,0,0,25,996,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,8,0,2
39,69,2,3,1,0,1800,49,1302016,30,19,43,1,0,0,0,2016,7,12,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,1,3,0,0,0,996,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,8,0,2
39,69,2,4,1,0,1800,49,1302016,30,19,43,1,0,0,0,2016,7,12,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,1,3,0,0,1,996,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,8,0,1
39,69,3,1,1,0,1800,49,1302016,30,19,43,1,0,0,0,2016,7,12,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,1,3,0,0,18,996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,76,1,1,10,0,8730,49,2192016,19,18,39,2,0,0,0,2016,6,33,0,40.09853889,40,5,54.74,3,-82.88915556,82,53,20.96,0,1,1,0,0,59,0,2,1,605,0,0,2,1,0,0,4,0,0,0,1,8,8,1,1
39,79,1,1,10,0,1800,49,3022016,2,11,13,3,0,0,0,2016,4,20,0,39.97685,39,58,36.66,1,-83.119225,83,7,9.21,0,1,2,0,0,37,996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,79,2,1,10,0,1800,49,3022016,2,11,13,3,0,0,0,2016,4,20,0,39.97685,39,58,36.66,1,-83.119225,83,7,9.21,0,1,2,0,0,34,0,2,1,996,996,0,2,3,3,0,4,0,0,0,1,0,0,1,2
39,89,1,1,10,0,0,49,2162016,16,11,20,2,0,0,0,2016,3,1,0,39.9044,39,54,15.84,1,-83.20984444,83,12,35.44,0,1,1,0,1,16,0,2,1,1,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1
39,89,1,2,10,0,0,49,2162016,16,11,20,2,0,0,0,2016,3,1,0,39.9044,39,54,15.84,1,-83.20984444,83,12,35.44,0,1,1,0,1,14,0,2,1,1,0,0,2,2,0,0,4,0,0,0,2,8,8,2,1
39,89,1,3,10,0,0,49,2162016,16,11,20,2,0,0,0,2016,3,1,0,39.9044,39,54,15.84,1,-83.20984444,83,12,35.44,0,1,1,0,1,13,996,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,8,0,1
39,109,1,1,1,0,2270,49,2052016,5,22,34,2,0,0,0,2016,6,43,0,40.07770278,40,4,39.73,2,-83.15783056,83,9,28.19,0,1,1,0,0,36,0,2,1,1,0,0,2,3,0,0,4,0,0,0,1,0,1,2,1
39,112,1,1,10,0,1800,49,3112016,11,9,27,3,0,0,0,2016,6,12,0,39.95184722,39,57,6.65,1,-83.01231389,83,0,44.33,7,1,3,0,0,48,0,2,1,1,0,0,2,1,0,0,4,0,0,0,1,0,0,1,1
39,112,2,1,10,0,1800,49,3112016,11,9,27,3,0,0,0,2016,6,12,0,39.95184722,39,57,6.65,1,-83.01231389,83,0,44.33,7,1,3,0,0,22,996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
39,112,3,1,10,0,1800,49,3112016,11,9,27,3,0,0,0,2016,6,12,0,39.95184722,39,57,6.65,1,-83.01231389,83,0,44.33,7,1,3,0,0,57,996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,118,0,1,10,0,0,49,3122016,12,23,41,3,0,0,0,2016,7,9,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,1,3,0,0,15,0,2,1,996,0,0,2,3,0,0,4,82,0,0,6,0,0,1,1
39,118,1,1,10,0,0,49,3122016,12,23,41,3,0,0,0,2016,7,9,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,1,3,0,0,18,996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,0,1
39,118,1,2,10,0,0,49,3122016,12,23,41,3,0,0,0,2016,7,9,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,1,3,0,0,18,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,0,1
39,118,1,3,10,0,0,49,3122016,12,23,41,3,0,0,0,2016,7,9,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,1,3,0,0,16,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,0,2
39,118,1,4,10,0,0,49,3122016,12,23,41,3,0,0,0,2016,7,9,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,1,3,0,0,17,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,0,2
39,118,1,5,10,0,0,49,3122016,12,23,41,3,0,0,0,2016,7,9,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,1,3,0,0,16,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,0,2
39,118,1,6,10,0,0,49,3122016,12,23,41,3,0,0,0,2016,7,9,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,1,3,0,0,999,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,0,1
39,118,2,1,10,0,0,49,3122016,12,23,41,3,0,0,0,2016,7,9,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,1,3,0,0,19,0,2,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1
39,118,3,1,10,0,0,49,3122016,12,23,41,3,0,0,0,2016,7,9,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,1,3,0,0,33,0,2,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2
39,121,1,1,1,0,0,49,3072016,7,2,30,3,0,0,0,2016,2,30,0,39.88888889,39,53,20,2,-82.91688611,82,55,0.79,0,1,1,0,0,22,150,2,1,605,0,0,2,1,0,0,4,0,0,0,1,0,0,1,1
39,124,1,1,10,0,0,49,3162016,16,6,40,3,0,0,0,2016,4,12,0,40.08143889,40,4,53.18,4,-82.91844167,82,55,6.39,6,1,3,0,0,67,0,2,1,996,0,0,2,3,0,0,4,0,0,0,1,0,0,1,1
39,124,2,1,10,0,0,49,3162016,16,6,40,3,0,0,0,2016,4,12,0,40.08143889,40,4,53.18,4,-82.91844167,82,55,6.39,6,1,3,0,0,43,996,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1
39,124,3,1,10,0,0,49,3162016,16,6,40,3,0,0,0,2016,4,12,0,40.08143889,40,4,53.18,4,-82.91844167,82,55,6.39,6,1,3,0,0,46,996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,132,0,1,1,0,1800,49,3182016,18,18,59,3,15,0,0,2016,6,12,0,39.9458,39,56,44.88,1,-83.0613,83,3,40.68,1,1,2,0,0,15,996,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2
39,132,1,1,1,0,1800,49,3182016,18,18,59,3,15,0,0,2016,6,12,0,39.9458,39,56,44.88,1,-83.0613,83,3,40.68,1,1,2,0,0,42,0,2,1,308,189,300,2,1,1,1,4,0,0,0,1,0,0,1,2
39,132,2,1,1,0,1800,49,3182016,18,18,59,3,15,0,0,2016,6,12,0,39.9458,39,56,44.88,1,-83.0613,83,3,40.68,1,1,2,0,0,47,996,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
39,132,2,2,1,0,1800,49,3182016,18,18,59,3,15,0,0,2016,6,12,0,39.9458,39,56,44.88,1,-83.0613,83,3,40.68,1,1,2,0,0,39,996,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,8,0,1
39,139,0,1,2,0,1800,49,3102016,10,19,15,3,0,0,0,2016,5,8,0,39.946175,39,56,46.23,3,-82.90215833,82,54,7.77,0,1,1,0,0,65,996,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,1,1
39,139,1,1,2,0,1800,49,3102016,10,19,15,3,0,0,0,2016,5,8,0,39.946175,39,56,46.23,3,-82.90215833,82,54,7.77,0,1,1,0,0,26,996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,146,0,1,1,0,1800,49,2202016,20,0,42,2,0,0,0,2016,7,8,0,39.93146111,39,55,53.26,3,-82.99586111,82,59,45.1,0,1,1,0,0,59,250,2,1,605,0,0,2,1,0,0,4,0,0,0,5,0,1,1,1
39,146,1,1,1,0,1800,49,2202016,20,0,42,2,0,0,0,2016,7,8,0,39.93146111,39,55,53.26,3,-82.99586111,82,59,45.1,0,1,1,0,0,68,996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,155,1,1,1,0,1800,49,3172016,17,21,36,3,0,0,0,2016,5,12,0,40.05853889,40,3,30.74,3,-82.93175,82,55,54.3,8,1,4,0,1,34,120,2,1,1,0,0,2,3,0,0,4,0,0,0,1,1,1,2,1
39,155,2,1,1,0,1800,49,3172016,17,21,36,3,0,0,0,2016,5,12,0,40.05853889,40,3,30.74,3,-82.93175,82,55,54.3,8,1,4,0,1,36,996,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2
39,155,2,2,1,0,1800,49,3172016,17,21,36,3,0,0,0,2016,5,12,0,40.05853889,40,3,30.74,3,-82.93175,82,55,54.3,8,1,4,0,1,0,996,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,8,0,2
39,155,3,1,1,0,1800,49,3172016,17,21,36,3,0,0,0,2016,5,12,0,40.05853889,40,3,30.74,3,-82.93175,82,55,54.3,8,1,4,0,1,24,996,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
39,155,4,1,1,0,1800,49,3172016,17,21,36,3,0,0,0,2016,5,12,0,40.05853889,40,3,30.74,3,-82.93175,82,55,54.3,8,1,4,0,1,40,996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,165,1,1,1,0,1800,49,3212016,21,6,11,3,0,0,0,2016,2,31,0,40.05806944,40,3,29.05,3,-82.97701944,82,58,37.27,0,1,1,0,0,20,160,2,1,605,996,0,2,1,2,0,4,0,0,0,1,0,0,2,2
39,173,1,1,2,0,1800,49,3312016,31,1,44,3,0,0,0,2016,5,35,0,40.02682222,40,1,36.56,3,-82.96451667,82,57,52.26,0,1,1,0,0,32,200,2,1,605,996,0,2,1,3,0,4,0,0,0,1,0,0,2,1
39,174,1,1,1,0,0,49,3212016,21,14,6,3,0,0,0,2016,2,12,0,39.86519167,39,51,54.69,1,-83.10809167,83,6,29.13,2,1,2,0,0,64,0,2,1,996,0,0,2,1,0,0,3,0,0,0,1,0,0,0,2
39,174,2,1,1,0,0,49,3212016,21,14,6,3,0,0,0,2016,2,12,0,39.86519167,39,51,54.69,1,-83.10809167,83,6,29.13,2,1,2,0,0,64,0,2,1,1,0,0,2,1,0,0,4,0,0,0,1,0,0,1,2
39,183,0,1,4,0,0,49,4092016,9,8,32,4,19,0,0,2016,7,23,0,39.87355833,39,52,24.81,1,-83.00225278,83,0,8.11,0,1,1,0,0,34,0,2,1,996,0,0,2,3,0,0,4,0,0,0,5,0,0,1,1
39,183,0,2,4,0,0,49,4092016,9,8,32,4,19,0,0,2016,7,23,0,39.87355833,39,52,24.81,1,-83.00225278,83,0,8.11,0,1,1,0,0,50,996,0,0,0,0,0,0,0,0,0,1,0,0,0,5,8,8,0,1
39,183,1,1,4,0,0,49,4092016,9,8,32,4,19,0,0,2016,7,23,0,39.87355833,39,52,24.81,1,-83.00225278,83,0,8.11,0,1,1,0,0,31,0,2,1,605,0,0,2,1,0,0,0,0,0,0,1,1,0,0,1
39,183,1,2,4,0,0,49,4092016,9,8,32,4,19,0,0,2016,7,23,0,39.87355833,39,52,24.81,1,-83.00225278,83,0,8.11,0,1,1,0,0,37,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,0,1
39,206,1,1,10,0,1800,49,4082016,8,1,34,4,0,0,0,2016,6,12,0,39.99359167,39,59,36.93,3,-83.1183,83,7,5.88,2,1,2,0,0,24,200,2,1,600,605,996,2,1,1,3,4,0,0,0,1,0,0,1,2
