statenum,casenum,vnumber,pnumber,arrhr,arrmin,arrtime,atmcond,atmcond2,city,county,accdate,accday,acchr,accmin,accmon,arf1,arf2,arf3,acctime,caseyear,dayofweek,driverdrowsy,hosphr,hospmin,hosptime,fhevent,funcsystem,holiday,landuse,heavytruck,latitude,latdeg,latmin,latsec,lightcond,longitude,londeg,lonmin,lonsec,manncol,milepnt,nhs,nothr,notmin,nottime,numfatal,nmforms,pforms,vforms,ownership,rxing,reljunc,reljuncinter,relrdwy,rtesign,schlbus,spejur,speeding,trafid1,trafid2,intersectiontype,conszone,age,alcres,alcsts,alctst,deathdate,dthday,dthhr,dthmin,dthmon,deathtime,dthyr,diedscene,drugres1,drugres2,drugres3,drugsts,drugtst1,drugtst2,drugtst3,injurwrk,hispanic,injury,methalc,methdrug,prf1,prf2,prf3,ptype,druginv,alcinvol,race,sex,lagtime,takehosp
39,388,0,1,23,21,2321,1,0,1800,49,6102016,10,23,18,6,0,0,0,2318,2016,6,0,23,38,2338,8,4,0,2,0,39.94612222,39,56,46.04,3,-82.90227222,82,54,8.18,0,0,0,23,18,2318,1,1,2,1,2,0,2,0,1,4,0,0,0,CR-15 LIVINGSTON AVE,CUNARD RD,3,0,44,996,0,0,6242016,24,15,28,6,1528,2016,0,0,0,0,0,0,0,0,0,7,4,9,8,0,0,0,5,0,0,2,1,32810,5
39,388,1,1,23,21,2321,1,0,1800,49,6102016,10,23,18,6,0,0,0,2318,2016,6,0,23,38,2338,8,4,0,2,0,39.94612222,39,56,46.04,3,-82.90227222,82,54,8.18,0,0,0,23,18,2318,1,1,2,1,2,0,2,0,1,4,0,0,0,CR-15 LIVINGSTON AVE,CUNARD RD,3,0,72,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,1,0,0,0,2,99999,0
39,388,1,2,23,21,2321,1,0,1800,49,6102016,10,23,18,6,0,0,0,2318,2016,6,0,23,38,2338,8,4,0,2,0,39.94612222,39,56,46.04,3,-82.90227222,82,54,8.18,0,0,0,23,18,2318,1,1,2,1,2,0,2,0,1,4,0,0,0,CR-15 LIVINGSTON AVE,CUNARD RD,3,0,70,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,2,8,8,0,2,99999,0
39,405,1,1,11,9,1109,10,0,1800,49,6222016,22,10,54,6,0,0,0,1054,2016,4,0,88,88,8888,1,1,0,2,1,39.95366944,39,57,13.21,1,-82.96325,82,57,47.7,0,162,1,10,57,1057,1,0,2,2,1,0,1,0,1,1,0,0,0,I-70,.,1,0,23,0,2,1,6222016,22,11,1,6,1101,2016,7,1,0,0,2,1,0,0,0,6,4,9,8,0,0,0,1,0,0,68,1,7,0
39,405,2,1,11,9,1109,10,0,1800,49,6222016,22,10,54,6,0,0,0,1054,2016,4,0,88,88,8888,1,1,0,2,1,39.95366944,39,57,13.21,1,-82.96325,82,57,47.7,0,162,1,10,57,1057,1,0,2,2,1,0,1,0,1,1,0,0,0,I-70,.,1,0,62,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,1,0,0,0,1,99999,0
39,431,1,1,9,35,935,1,0,1800,49,6192016,19,9,22,6,0,0,0,922,2016,1,0,10,0,1000,12,3,0,2,0,39.96673056,39,58,0.23,1,-83.0236,83,1,24.96,6,154,1,9,30,930,1,0,3,2,1,0,2,1,1,2,0,0,0,US-33 DUBLIN RD,SR-315,2,0,58,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,2,9,8,0,0,0,1,0,0,0,1,99999,0
39,431,2,1,9,35,935,1,0,1800,49,6192016,19,9,22,6,0,0,0,922,2016,1,0,10,0,1000,12,3,0,2,0,39.96673056,39,58,0.23,1,-83.0236,83,1,24.96,6,154,1,9,30,930,1,0,3,2,1,0,2,1,1,2,0,0,0,US-33 DUBLIN RD,SR-315,2,0,24,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,3,9,8,0,0,0,1,0,0,0,2,99999,5
39,431,2,2,9,35,935,1,0,1800,49,6192016,19,9,22,6,0,0,0,922,2016,1,0,10,0,1000,12,3,0,2,0,39.96673056,39,58,0.23,1,-83.0236,83,1,24.96,6,154,1,9,30,930,1,0,3,2,1,0,2,1,1,2,0,0,0,US-33 DUBLIN RD,SR-315,2,0,25,0,2,1,6192016,19,9,29,6,929,2016,7,600,605,996,2,1,1,3,0,7,4,9,8,0,0,0,2,8,8,1,1,7,0
39,460,0,1,22,55,2255,1,0,1800,49,6292016,29,22,58,6,23,0,0,2258,2016,4,0,23,15,2315,8,3,0,2,0,39.91737222,39,55,2.54,2,-83.04079722,83,2,26.87,0,0,0,22,52,2252,1,1,2,1,2,0,3,0,1,4,0,0,0,CR-125 FRANK RD,TR-1125 FINLAND AVE,3,0,54,0,2,1,6292016,29,23,15,6,2315,2016,0,996,0,0,2,1,0,0,0,7,4,9,8,0,0,0,5,0,0,1,1,17,5
39,460,1,1,22,55,2255,1,0,1800,49,6292016,29,22,58,6,23,0,0,2258,2016,4,0,23,15,2315,8,3,0,2,0,39.91737222,39,55,2.54,2,-83.04079722,83,2,26.87,0,0,0,22,52,2252,1,1,2,1,2,0,3,0,1,4,0,0,0,CR-125 FRANK RD,TR-1125 FINLAND AVE,3,0,26,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,1,0,0,0,2,99999,0
39,460,1,2,22,55,2255,1,0,1800,49,6292016,29,22,58,6,23,0,0,2258,2016,4,0,23,15,2315,8,3,0,2,0,39.91737222,39,55,2.54,2,-83.04079722,83,2,26.87,0,0,0,22,52,2252,1,1,2,1,2,0,3,0,1,4,0,0,0,CR-125 FRANK RD,TR-1125 FINLAND AVE,3,0,26,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,2,8,8,0,2,99999,0
39,468,1,1,1,52,152,1,0,1800,49,7162016,16,1,43,7,0,0,0,143,2016,7,0,88,88,8888,25,1,0,2,0,39.95078056,39,57,2.81,3,-82.94425,82,56,39.3,0,165,1,1,45,145,1,0,1,1,1,0,1,0,3,1,0,0,0,I-70,.,1,0,23,220,2,1,7162016,16,1,55,7,155,2016,7,402,996,407,2,3,3,2,0,7,4,5,8,0,0,0,1,0,1,2,2,12,0
39,493,1,1,2,10,210,1,0,1800,49,7022016,2,1,57,7,0,0,0,157,2016,7,0,88,88,8888,34,1,5,2,0,40.112075,40,6,43.47,3,-82.97760833,82,58,39.39,0,259,1,2,2,202,1,0,1,1,1,0,5,1,4,1,0,0,1,I-270 EXIT RAMP TO I71,.,1,0,48,240,2,1,7022016,2,2,10,7,210,2016,7,189,996,0,2,1,3,0,0,7,4,9,8,0,0,0,1,0,1,2,1,13,0
39,497,0,1,5,50,550,1,0,1800,49,7112016,11,5,43,7,0,0,0,543,2016,2,0,88,88,8888,8,4,0,2,0,39.92741111,39,55,38.68,4,-82.83131111,82,49,52.72,0,0,0,5,44,544,1,1,1,1,4,0,1,0,1,6,0,0,0,BRICE RD,.,1,0,21,0,2,1,7112016,11,5,54,7,554,2016,7,177,151,996,2,1,1,1,0,7,4,9,8,0,0,0,5,0,0,1,2,11,0
39,497,1,1,5,50,550,1,0,1800,49,7112016,11,5,43,7,0,0,0,543,2016,2,0,88,88,8888,8,4,0,2,0,39.92741111,39,55,38.68,4,-82.83131111,82,49,52.72,0,0,0,5,44,544,1,1,1,1,4,0,1,0,1,6,0,0,0,BRICE RD,.,1,0,999,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,1,0,0,0,9,99999,0
39,500,1,1,23,15,2315,1,0,1800,49,7202016,20,23,6,7,0,0,0,2306,2016,4,0,88,88,8888,12,1,0,2,0,39.95343889,39,57,12.38,3,-82.96106111,82,57,39.82,1,160,1,23,6,2306,1,0,2,2,1,0,1,0,1,1,0,0,1,I-70 E,.,1,0,25,50,2,1,7202016,20,23,15,7,2315,2016,7,996,0,0,2,3,0,0,0,7,4,9,8,0,0,0,1,0,0,1,1,9,0
39,500,2,1,23,15,2315,1,0,1800,49,7202016,20,23,6,7,0,0,0,2306,2016,4,0,88,88,8888,12,1,0,2,0,39.95343889,39,57,12.38,3,-82.96106111,82,57,39.82,1,160,1,23,6,2306,1,0,2,2,1,0,1,0,1,1,0,0,1,I-70 E,.,1,0,29,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,1,0,0,0,2,99999,0
39,511,1,1,1,52,152,10,0,0,49,7162016,16,1,44,7,0,0,0,144,2016,7,0,2,16,216,12,2,0,2,0,40.08210278,40,4,55.57,3,-82.91611667,82,54,58.02,1,152,1,1,46,146,1,0,3,2,1,0,3,1,1,3,0,0,0,SR-161 DUBLIN GRANVILLE RD,TR-2092 BUENOS AIRES BLVD,2,0,37,49,2,1,88888888,88,88,88,88,8888,8888,0,605,0,0,2,1,0,0,8,0,0,9,8,0,0,0,1,0,1,0,1,99999,0
39,511,2,1,1,52,152,10,0,0,49,7162016,16,1,44,7,0,0,0,144,2016,7,0,2,16,216,12,2,0,2,0,40.08210278,40,4,55.57,3,-82.91611667,82,54,58.02,1,152,1,1,46,146,1,0,3,2,1,0,3,1,1,3,0,0,0,SR-161 DUBLIN GRANVILLE RD,TR-2092 BUENOS AIRES BLVD,2,0,39,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,3,9,8,0,0,0,1,0,0,0,1,99999,5
39,511,2,2,1,52,152,10,0,0,49,7162016,16,1,44,7,0,0,0,144,2016,7,0,2,16,216,12,2,0,2,0,40.08210278,40,4,55.57,3,-82.91611667,82,54,58.02,1,152,1,1,46,146,1,0,3,2,1,0,3,1,1,3,0,0,0,SR-161 DUBLIN GRANVILLE RD,TR-2092 BUENOS AIRES BLVD,2,0,45,50,2,1,7162016,16,1,56,7,156,2016,7,996,0,0,2,3,0,0,0,7,4,9,8,0,0,0,2,8,8,1,2,12,0
39,525,1,1,1,2,102,10,0,1800,49,7232016,23,0,57,7,0,0,0,57,2016,7,0,88,88,8888,53,5,0,2,0,40.03343056,40,2,0.35,2,-82.914625,82,54,52.65,0,0,0,0,58,58,1,0,1,1,4,0,1,0,4,6,0,0,0,MCCUTCHEON RD,.,1,0,27,0,2,1,7232016,23,1,4,7,104,2016,7,605,0,0,2,1,0,0,0,7,4,9,7,0,0,0,1,1,0,2,1,7,0
39,527,1,1,21,58,2158,1,0,1800,49,7292016,29,21,51,7,0,0,0,2151,2016,6,0,22,10,2210,12,2,0,2,0,39.92825,39,55,41.7,3,-82.9252,82,55,30.72,2,219,1,21,54,2154,1,0,3,2,1,0,1,0,1,2,0,0,0,US-33,.,1,0,39,243,2,1,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,1,0,1,0,1,99999,0
39,527,1,2,21,58,2158,1,0,1800,49,7292016,29,21,51,7,0,0,0,2151,2016,6,0,22,10,2210,12,2,0,2,0,39.92825,39,55,41.7,3,-82.9252,82,55,30.72,2,219,1,21,54,2154,1,0,3,2,1,0,1,0,1,2,0,0,0,US-33,.,1,0,21,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,2,9,8,0,0,0,2,8,8,0,2,99999,5
39,527,2,1,21,58,2158,1,0,1800,49,7292016,29,21,51,7,0,0,0,2151,2016,6,0,22,10,2210,12,2,0,2,0,39.92825,39,55,41.7,3,-82.9252,82,55,30.72,2,219,1,21,54,2154,1,0,3,2,1,0,1,0,1,2,0,0,0,US-33,.,1,0,40,0,2,1,7292016,29,21,58,7,2158,2016,7,1,0,0,2,1,0,0,0,2,4,9,8,0,0,0,1,0,0,98,2,7,0
39,532,1,1,3,15,315,1,0,1800,49,8022016,2,3,9,8,0,0,0,309,2016,3,0,3,41,341,12,5,0,2,0,39.94206111,39,56,31.42,3,-82.96376111,82,57,49.54,2,0,0,3,10,310,1,0,2,2,4,0,1,0,1,6,0,0,0,LOCKBOURNE RD,.,1,0,38,190,2,1,8022016,2,5,29,8,529,2016,0,177,0,0,2,1,0,0,0,7,4,9,8,0,0,0,1,0,0,2,1,220,5
39,532,2,1,3,15,315,1,0,1800,49,8022016,2,3,9,8,0,0,0,309,2016,3,0,3,41,341,12,5,0,2,0,39.94206111,39,56,31.42,3,-82.96376111,82,57,49.54,2,0,0,3,10,310,1,0,2,2,4,0,1,0,1,6,0,0,0,LOCKBOURNE RD,.,1,0,19,101,2,1,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,1,9,8,0,0,0,1,0,1,0,2,99999,5
39,544,1,1,18,27,1827,1,0,0,49,7242016,24,18,17,7,0,0,0,1817,2016,1,0,18,48,1848,34,5,0,2,0,39.89590278,39,53,45.25,1,-83.19826111,83,11,53.74,0,0,0,18,19,1819,1,0,1,1,2,0,1,0,4,4,0,0,0,CR-11 ALKIRE RD,.,1,0,51,0,2,1,7242016,24,19,26,7,1926,2016,0,1,0,0,2,1,0,0,0,7,4,9,8,0,0,0,1,0,0,1,2,109,5
39,607,1,1,14,35,1435,1,0,2270,49,8072016,7,14,29,8,0,0,0,1429,2016,1,0,88,88,8888,43,3,0,2,0,40.09883889,40,5,55.82,1,-83.10908056,83,6,32.69,0,44,1,14,31,1431,1,0,1,1,1,0,1,0,4,2,0,0,0,US-33,.,1,0,45,0,2,1,8072016,7,14,47,8,1447,2016,7,996,0,0,2,3,0,0,0,7,4,9,8,0,0,0,1,8,8,1,1,18,0
39,608,1,1,11,38,1138,1,0,0,49,8122016,12,11,24,8,0,0,0,1124,2016,6,0,11,55,1155,42,1,0,2,0,39.87556111,39,52,32.02,1,-83.00738056,83,0,26.57,0,527,1,11,27,1127,1,0,1,1,1,0,5,1,8,1,0,0,0,I-270,US-23,1,0,55,996,0,0,8202016,20,17,37,8,1737,2016,0,0,0,0,0,0,0,0,0,7,4,9,8,0,0,0,1,0,0,1,1,19813,5
39,610,1,1,0,2,2,10,0,0,49,8142016,14,23,51,8,0,0,0,2351,2016,1,0,0,28,28,24,1,0,2,0,39.87459167,39,52,28.53,3,-83.000925,83,0,3.33,0,528,1,23,55,2355,2,0,3,2,1,0,19,1,3,1,0,0,0,I-270,.,1,0,34,87,2,1,9122016,12,17,20,9,1720,2016,0,1,0,0,2,1,0,0,0,7,4,9,8,0,0,0,1,0,1,1,1,68929,5
39,610,2,1,0,2,2,10,0,0,49,8142016,14,23,51,8,0,0,0,2351,2016,1,0,0,28,28,24,1,0,2,0,39.87459167,39,52,28.53,3,-83.000925,83,0,3.33,0,528,1,23,55,2355,2,0,3,2,1,0,19,1,3,1,0,0,0,I-270,.,1,0,46,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,3,9,8,0,0,0,1,0,0,0,1,99999,5
39,610,2,2,0,2,2,10,0,0,49,8142016,14,23,51,8,0,0,0,2351,2016,1,0,0,28,28,24,1,0,2,0,39.87459167,39,52,28.53,3,-83.000925,83,0,3.33,0,528,1,23,55,2355,2,0,3,2,1,0,19,1,3,1,0,0,0,I-270,.,1,0,47,996,0,0,8152016,15,0,10,8,10,2016,7,0,0,0,0,0,0,0,0,7,4,9,8,0,0,0,2,8,8,2,1,19,0
39,611,0,1,23,31,2331,1,0,0,49,8192016,19,23,27,8,0,0,0,2327,2016,6,0,0,13,13,8,3,0,2,0,40.04373056,40,2,37.43,3,-82.95921944,82,57,33.19,0,0,0,23,29,2329,1,1,1,1,2,0,1,0,1,4,0,0,0,CR-75 CLEVELAND AVE,.,1,0,45,35,2,1,8192016,19,23,51,8,2351,2016,0,321,351,996,2,1,1,1,0,1,4,9,8,0,0,0,5,0,1,2,1,24,5
39,611,1,1,23,31,2331,1,0,0,49,8192016,19,23,27,8,0,0,0,2327,2016,6,0,0,13,13,8,3,0,2,0,40.04373056,40,2,37.43,3,-82.95921944,82,57,33.19,0,0,0,23,29,2329,1,1,1,1,2,0,1,0,1,4,0,0,0,CR-75 CLEVELAND AVE,.,1,0,60,995,8,95,88888888,88,88,88,88,8888,8888,0,95,0,0,8,6,0,0,8,0,0,9,8,0,0,0,1,0,0,0,1,99999,0
39,659,1,1,23,42,2342,1,0,1800,49,9012016,1,23,37,9,0,0,0,2337,2016,5,0,23,56,2356,33,7,0,2,0,40.07527222,40,4,30.98,2,-83.1033,83,6,11.88,0,0,0,23,37,2337,1,0,1,1,4,0,3,0,4,6,0,0,0,THATCHER DR,ROSSBURY CT,3,0,40,180,2,1,9022016,2,0,0,9,0,2016,0,996,0,0,2,1,0,0,0,7,4,9,8,0,0,0,1,0,1,1,1,23,5
39,660,1,1,21,39,2139,1,0,5550,49,9012016,1,21,27,9,0,0,0,2127,2016,5,0,88,88,8888,38,4,0,2,0,40.05790833,40,3,28.47,2,-82.81076111,82,48,38.74,0,0,0,21,35,2135,1,0,1,1,4,0,1,0,4,6,0,0,0,REYNOLDSBURG NEW ALBANY RD,.,1,0,36,0,2,1,9012016,1,21,57,9,2157,2016,7,605,996,0,2,1,1,0,0,7,4,9,8,0,0,0,1,1,0,1,1,30,0
39,684,0,1,18,7,1807,1,0,1800,49,8102016,10,18,4,8,0,0,0,1804,2016,4,0,88,88,8888,9,4,0,2,0,39.94509167,39,56,42.33,1,-82.8828,82,52,58.08,0,0,0,18,6,1806,1,1,1,1,4,0,2,0,1,6,0,0,0,E LIVINGSTON AVE,BURLINGTON AVE,2,0,69,0,2,1,8102016,10,18,10,8,1810,2016,7,402,996,407,2,3,3,2,0,7,4,9,8,0,0,0,6,0,0,1,1,6,0
39,684,1,1,18,7,1807,1,0,1800,49,8102016,10,18,4,8,0,0,0,1804,2016,4,0,88,88,8888,9,4,0,2,0,39.94509167,39,56,42.33,1,-82.8828,82,52,58.08,0,0,0,18,6,1806,1,1,1,1,4,0,2,0,1,6,0,0,0,E LIVINGSTON AVE,BURLINGTON AVE,2,0,41,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,1,0,0,0,2,99999,0
39,700,1,1,1,0,100,1,0,1800,49,9082016,8,0,50,9,0,0,0,50,2016,5,0,88,88,8888,33,4,0,2,0,40.04285,40,2,34.26,2,-83.03343889,83,2,0.38,0,0,0,0,55,55,1,0,1,1,2,0,1,0,4,4,0,0,1,CR-9 OLENTANGY RIVER RD,.,1,0,50,200,2,1,9082016,8,1,2,9,102,2016,7,996,0,0,2,1,0,0,0,7,4,9,8,0,0,0,1,0,0,1,1,12,0
39,701,1,1,12,20,1220,1,0,1800,49,9102016,10,12,13,9,0,0,0,1213,2016,7,0,12,25,1225,12,4,0,2,0,39.99076667,39,59,26.76,1,-83.02595278,83,1,33.43,6,0,0,12,17,1217,1,0,2,2,2,0,8,0,1,4,0,0,1,CR-9 OLENTANGY RIVER RD,.,1,0,25,0,2,1,9102016,10,12,58,9,1258,2016,0,996,0,0,2,1,0,0,0,7,4,9,8,0,0,0,1,0,0,1,1,45,5
39,701,2,1,12,20,1220,1,0,1800,49,9102016,10,12,13,9,0,0,0,1213,2016,7,0,12,25,1225,12,4,0,2,0,39.99076667,39,59,26.76,1,-83.02595278,83,1,33.43,6,0,0,12,17,1217,1,0,2,2,2,0,8,0,1,4,0,0,1,CR-9 OLENTANGY RIVER RD,.,1,0,77,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,1,0,0,0,2,99999,0
39,706,0,1,17,33,1733,1,0,1800,49,9112016,11,17,20,9,0,0,0,1720,2016,1,0,17,57,1757,8,96,0,6,0,40.08995,40,5,23.82,1,-82.94445833,82,56,40.05,0,0,9,17,22,1722,1,1,1,1,96,0,1,0,1,9,0,9,0,VISTA VIEW BLVD,.,1,0,6,0,2,1,9112016,11,18,55,9,1855,2016,0,1,0,0,2,3,0,0,0,7,4,9,8,0,0,0,5,0,0,2,1,135,5
39,706,1,1,17,33,1733,1,0,1800,49,9112016,11,17,20,9,0,0,0,1720,2016,1,0,17,57,1757,8,96,0,6,0,40.08995,40,5,23.82,1,-82.94445833,82,56,40.05,0,0,9,17,22,1722,1,1,1,1,96,0,1,0,1,9,0,9,0,VISTA VIEW BLVD,.,1,0,24,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,1,0,0,0,1,99999,0
39,709,0,1,8,4,804,1,0,1800,49,8302016,30,7,57,8,0,0,0,757,2016,3,0,8,26,826,8,5,0,2,0,39.99058056,39,59,26.09,1,-83.01753889,83,1,3.14,0,0,0,8,0,800,1,1,1,1,2,0,3,0,1,4,0,0,0,CR-565 KING AVE,BELMONT AVE,3,0,64,0,2,1,8302016,30,10,16,8,1016,2016,0,1,0,0,2,1,0,0,0,7,4,9,8,0,0,0,5,0,0,18,1,219,5
39,709,1,1,8,4,804,1,0,1800,49,8302016,30,7,57,8,0,0,0,757,2016,3,0,8,26,826,8,5,0,2,0,39.99058056,39,59,26.09,1,-83.01753889,83,1,3.14,0,0,0,8,0,800,1,1,1,1,2,0,3,0,1,4,0,0,0,CR-565 KING AVE,BELMONT AVE,3,0,19,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,1,0,0,0,2,99999,0
39,724,1,1,15,58,1558,1,0,0,49,9162016,16,15,46,9,14,0,0,1546,2016,6,0,16,18,1618,12,1,0,2,1,39.886925,39,53,12.93,1,-83.02921389,83,1,45.17,1,541,1,15,47,1547,2,0,13,5,1,0,1,0,1,1,0,0,0,I-270,.,1,0,39,0,2,1,88888888,88,88,88,88,8888,8888,0,1,0,0,2,1,0,0,8,0,1,1,1,0,0,0,1,1,0,0,1,99999,5
39,724,2,1,15,58,1558,1,0,0,49,9162016,16,15,46,9,14,0,0,1546,2016,6,0,16,18,1618,12,1,0,2,1,39.886925,39,53,12.93,1,-83.02921389,83,1,45.17,1,541,1,15,47,1547,2,0,13,5,1,0,1,0,1,1,0,0,0,I-270,.,1,0,41,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,2,9,8,0,0,0,1,0,0,0,1,99999,5
39,724,2,2,15,58,1558,1,0,0,49,9162016,16,15,46,9,14,0,0,1546,2016,6,0,16,18,1618,12,1,0,2,1,39.886925,39,53,12.93,1,-83.02921389,83,1,45.17,1,541,1,15,47,1547,2,0,13,5,1,0,1,0,1,1,0,0,0,I-270,.,1,0,39,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,1,9,8,0,0,0,2,8,8,0,2,99999,5
39,724,2,3,15,58,1558,1,0,0,49,9162016,16,15,46,9,14,0,0,1546,2016,6,0,16,18,1618,12,1,0,2,1,39.886925,39,53,12.93,1,-83.02921389,83,1,45.17,1,541,1,15,47,1547,2,0,13,5,1,0,1,0,1,1,0,0,0,I-270,.,1,0,1,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,3,9,8,0,0,0,2,8,8,0,1,99999,5
39,724,2,4,15,58,1558,1,0,0,49,9162016,16,15,46,9,14,0,0,1546,2016,6,0,16,18,1618,12,1,0,2,1,39.886925,39,53,12.93,1,-83.02921389,83,1,45.17,1,541,1,15,47,1547,2,0,13,5,1,0,1,0,1,1,0,0,0,I-270,.,1,0,9,996,0,0,9202016,20,16,24,9,1624,2016,0,0,0,0,0,0,0,0,0,7,4,9,8,0,0,0,2,8,8,1,2,9638,5
39,724,2,5,15,58,1558,1,0,0,49,9162016,16,15,46,9,14,0,0,1546,2016,6,0,16,18,1618,12,1,0,2,1,39.886925,39,53,12.93,1,-83.02921389,83,1,45.17,1,541,1,15,47,1547,2,0,13,5,1,0,1,0,1,1,0,0,0,I-270,.,1,0,7,996,0,0,9202016,20,11,13,9,1113,2016,0,0,0,0,0,0,0,0,0,7,4,9,8,0,0,0,2,8,8,1,2,9127,5
39,724,2,6,15,58,1558,1,0,0,49,9162016,16,15,46,9,14,0,0,1546,2016,6,0,16,18,1618,12,1,0,2,1,39.886925,39,53,12.93,1,-83.02921389,83,1,45.17,1,541,1,15,47,1547,2,0,13,5,1,0,1,0,1,1,0,0,0,I-270,.,1,0,4,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,1,9,8,0,0,0,2,8,8,0,1,99999,5
39,724,3,1,15,58,1558,1,0,0,49,9162016,16,15,46,9,14,0,0,1546,2016,6,0,16,18,1618,12,1,0,2,1,39.886925,39,53,12.93,1,-83.02921389,83,1,45.17,1,541,1,15,47,1547,2,0,13,5,1,0,1,0,1,1,0,0,0,I-270,.,1,0,15,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,2,9,8,0,0,0,1,0,0,0,1,99999,5
39,724,3,2,15,58,1558,1,0,0,49,9162016,16,15,46,9,14,0,0,1546,2016,6,0,16,18,1618,12,1,0,2,1,39.886925,39,53,12.93,1,-83.02921389,83,1,45.17,1,541,1,15,47,1547,2,0,13,5,1,0,1,0,1,1,0,0,0,I-270,.,1,0,50,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,1,9,8,0,0,0,2,8,8,0,1,99999,5
39,724,4,1,15,58,1558,1,0,0,49,9162016,16,15,46,9,14,0,0,1546,2016,6,0,16,18,1618,12,1,0,2,1,39.886925,39,53,12.93,1,-83.02921389,83,1,45.17,1,541,1,15,47,1547,2,0,13,5,1,0,1,0,1,1,0,0,0,I-270,.,1,0,56,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,1,0,0,0,1,99999,0
39,724,4,2,15,58,1558,1,0,0,49,9162016,16,15,46,9,14,0,0,1546,2016,6,0,16,18,1618,12,1,0,2,1,39.886925,39,53,12.93,1,-83.02921389,83,1,45.17,1,541,1,15,47,1547,2,0,13,5,1,0,1,0,1,1,0,0,0,I-270,.,1,0,51,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,2,8,8,0,2,99999,0
39,724,4,3,15,58,1558,1,0,0,49,9162016,16,15,46,9,14,0,0,1546,2016,6,0,16,18,1618,12,1,0,2,1,39.886925,39,53,12.93,1,-83.02921389,83,1,45.17,1,541,1,15,47,1547,2,0,13,5,1,0,1,0,1,1,0,0,0,I-270,.,1,0,20,996,0,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,2,8,8,0,2,99999,0
